id,name,linkedin_url,website,geography,industry,company_headcount,employees_on_linkedin,companyId
512,Mag Instrument Inc,https://www.linkedin.com/sales/accounts/insights?companyId=4027566,http://www.maglite.com,Greater Los Angeles Area,Consumer Goods,201-500,70 employees on LinkedIn,4027566
517,Smith Mountain Industries dba Virginia Gift Brands,https://www.linkedin.com/sales/accounts/insights?companyId=415354,http://www.virginiagiftbrands.com,"Lynchburg, Virginia Area",Consumer Goods,201-500,65 employees on LinkedIn,415354
528,"MyOfficeProducts, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=128206,http://www.myofficeproducts.com,"Houston, Texas Area",Consumer Goods,201-500,51 employees on LinkedIn,128206
531,American Plastic Toys Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=22341402,http://americanplastictoys.com,Greater Detroit Area,Consumer Goods,201-500,59 employees on LinkedIn,22341402
569,Diamond Comic Distributors,https://www.linkedin.com/sales/accounts/insights?companyId=44174,http://www.diamondcomics.com,"Baltimore, Maryland Area",Consumer Goods,201-500,205 employees on LinkedIn,44174
571,Char-Broil,https://www.linkedin.com/sales/accounts/insights?companyId=25709,http://Charbroil.com,"Columbus, Georgia Area",Consumer Goods,201-500,228 employees on LinkedIn,25709
573,"Lavelle Industries, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=1504738,http://www.lavelle.com/index.html,Greater Milwaukee Area,Consumer Goods,201-500,163 employees on LinkedIn,1504738
574,Harlow-HRK Sales,https://www.linkedin.com/sales/accounts/insights?companyId=1393347,http://www.harlow-hrk.com,"Cincinnati, Ohio Area",Consumer Goods,201-500,139 employees on LinkedIn,1393347
576,AGA Marvel,https://www.linkedin.com/sales/accounts/insights?companyId=3094858,http://www.agamarvel.com,"Greater Grand Rapids, Michigan Area",Consumer Goods,201-500,57 employees on LinkedIn,3094858
577,etrailer,https://www.linkedin.com/sales/accounts/insights?companyId=1292792,http://www.etrailer.com,Greater St. Louis Area,Consumer Goods,201-500,113 employees on LinkedIn,1292792
578,"Trion Industries, Inc",https://www.linkedin.com/sales/accounts/insights?companyId=261657,http://www.triononline.com,"Scranton, Pennsylvania Area",Consumer Goods,201-500,54 employees on LinkedIn,261657
587,Verlo Mattress,https://www.linkedin.com/sales/accounts/insights?companyId=587690,http://www.verlo.com,Greater Milwaukee Area,Consumer Goods,201-500,105 employees on LinkedIn,587690
