176,Werner Co.,https://www.linkedin.com/sales/accounts/insights?companyId=10478,http://www.wernerworldwide.com/,"Sharon, Pennsylvania Area",Consumer Goods,636 employees on LinkedIn,10478
177,WestPoint Home,https://www.linkedin.com/sales/accounts/insights?companyId=166923,http://www.westpointhome.com,Greater New York City Area,Consumer Goods,371 employees on LinkedIn,166923
178,WhiteWave Foods,https://www.linkedin.com/sales/accounts/insights?companyId=12624,http://www.whitewave.com,Greater Denver Area,Consumer Goods,860 employees on LinkedIn,12624
179,Wilton Brands,https://www.linkedin.com/sales/accounts/insights?companyId=21540,http://www.wilton.com/,Greater Chicago Area,Consumer Goods,688 employees on LinkedIn,21540
180,Wise Foods,https://www.linkedin.com/sales/accounts/insights?companyId=53949,http://www.wisesnacks.com/,"Scranton, Pennsylvania Area",Consumer Goods,247 employees on LinkedIn,53949
181,"World Kitchen, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=166971,http://www.worldkitchen.com,Greater Chicago Area,Consumer Goods,805 employees on LinkedIn,166971
182,Zenni Optical,https://www.linkedin.com/sales/accounts/insights?companyId=1690070,http://www.zennioptical.com,San Francisco Bay Area,Consumer Goods,64 employees on LinkedIn,1690070
183,1st Phorm International,https://www.linkedin.com/sales/accounts/insights?companyId=9447717,http://www.1stphorm.com,Greater St. Louis Area,Consumer Goods,231 employees on LinkedIn,9447717
184,Absopure Water Company,https://www.linkedin.com/sales/accounts/insights?companyId=1131666,http://www.absopure.com,Greater Detroit Area,Consumer Goods,180 employees on LinkedIn,1131666
185,Acme United Corporation,https://www.linkedin.com/sales/accounts/insights?companyId=61740,http://www.acmeunited.com,Greater New York City Area,Consumer Goods,159 employees on LinkedIn,61740
186,ADW Acosta,https://www.linkedin.com/sales/accounts/insights?companyId=43902,http://www.adww.com,Greater Seattle Area,Consumer Goods,211 employees on LinkedIn,43902
187,AGA Marvel,https://www.linkedin.com/sales/accounts/insights?companyId=3094858,http://www.agamarvel.com,"Greater Grand Rapids, Michigan Area",Consumer Goods,55 employees on LinkedIn,3094858
