id,name,linkedin_url,website,geography,industry,company_headcount,employees_on_linkedin,companyId
154,Pilot Corporation of America,https://www.linkedin.com/sales/accounts/insights?companyId=105387,http://pilotpen.us,"Jacksonville, Florida Area",Consumer Goods,201-500,116 employees on LinkedIn,105387
155,Waxman Consumer Products,https://www.linkedin.com/sales/accounts/insights?companyId=157202,http://www.waxmancpg.com,"Cleveland/Akron, Ohio Area",Consumer Goods,201-500,73 employees on LinkedIn,157202
156,Mt Baker Vapor LLC,https://www.linkedin.com/sales/accounts/insights?companyId=3681952,http://www.mtbakervapor.com,"Phoenix, Arizona Area",Consumer Goods,201-500,84 employees on LinkedIn,3681952
157,Kidde,https://www.linkedin.com/sales/accounts/insights?companyId=42444,http://www.kidde.com/,"Greensboro/Winston-Salem, North Carolina Area",Consumer Goods,201-500,169 employees on LinkedIn,42444
158,Hubbardton Forge,https://www.linkedin.com/sales/accounts/insights?companyId=831950,http://www.hubbardtonforge.com,"Glens Falls, New York Area",Consumer Goods,201-500,110 employees on LinkedIn,831950
159,The Magnet Group,https://www.linkedin.com/sales/accounts/insights?companyId=283342,http://www.themagnetgroup.com,Greater Atlanta Area,Consumer Goods,201-500,110 employees on LinkedIn,283342
160,Disguise,https://www.linkedin.com/sales/accounts/insights?companyId=42301,http://www.disguise.com,Greater San Diego Area,Consumer Goods,201-500,68 employees on LinkedIn,42301
161,"National Tobacco Co., L.P.",https://www.linkedin.com/sales/accounts/insights?companyId=132017,http://www.zigzag.com,"Louisville, Kentucky Area",Consumer Goods,201-500,141 employees on LinkedIn,132017
162,"Inventure Foods, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=619590,http://www.inventurefoods.com,"Phoenix, Arizona Area",Consumer Goods,201-500,90 employees on LinkedIn,619590
163,Country Home Products,https://www.linkedin.com/sales/accounts/insights?companyId=54615,http://www.chp.com/careers/job-postings/,"Burlington, Vermont Area",Consumer Goods,201-500,138 employees on LinkedIn,54615
164,Rev-A-Shelf,https://www.linkedin.com/sales/accounts/insights?companyId=1000846,http://www.rev-a-shelf.com,"Louisville, Kentucky Area",Consumer Goods,201-500,129 employees on LinkedIn,1000846
165,Restonic,https://www.linkedin.com/sales/accounts/insights?companyId=1073108,http://www.restonic.com,"Buffalo/Niagara, New York Area",Consumer Goods,201-500,109 employees on LinkedIn,1073108
166,Cobalt Boats,https://www.linkedin.com/sales/accounts/insights?companyId=972448,http://www.cobaltboats.com,"Tulsa, Oklahoma Area",Consumer Goods,201-500,93 employees on LinkedIn,972448
167,PEZ Candy,https://www.linkedin.com/sales/accounts/insights?companyId=154506,http://www.pez.com,United States,Consumer Goods,201-500,66 employees on LinkedIn,154506
168,Diamond Wipes International,https://www.linkedin.com/sales/accounts/insights?companyId=1153860,http://www.diamondwipes.com,Greater Los Angeles Area,Consumer Goods,201-500,106 employees on LinkedIn,1153860
169,Malouf,https://www.linkedin.com/sales/accounts/insights?companyId=5161615,http://maloufsleep.com,Greater Salt Lake City Area,Consumer Goods,201-500,139 employees on LinkedIn,5161615
170,Rotary Corporation,https://www.linkedin.com/sales/accounts/insights?companyId=319070,http://www.rotarycorp.com,"Savannah, Georgia Area",Consumer Goods,201-500,140 employees on LinkedIn,319070
171,Zebco Brands,https://www.linkedin.com/sales/accounts/insights?companyId=48018,http://www.zebcobrands.com,United States,Consumer Goods,201-500,104 employees on LinkedIn,48018
172,Rothy's,https://www.linkedin.com/sales/accounts/insights?companyId=4807609,http://www.rothys.com,United States,Consumer Goods,201-500,52 employees on LinkedIn,4807609
173,Kiewit Infrastructure West Co.,https://www.linkedin.com/sales/accounts/insights?companyId=8401314,,,Consumer Goods,201-500,262 employees on LinkedIn,8401314
174,"Kingsdown, Inc./Sleep to Live",https://www.linkedin.com/sales/accounts/insights?companyId=721894,http://www.sleeptolive.com,"Greensboro/Winston-Salem, North Carolina Area",Consumer Goods,201-500,90 employees on LinkedIn,721894
175,Chapin International,https://www.linkedin.com/sales/accounts/insights?companyId=960088,http://www.chapinmfg.com,"Rochester, New York Area",Consumer Goods,201-500,86 employees on LinkedIn,960088
176,"Vee Pak, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=915185,http://veepak.com,Greater Chicago Area,Consumer Goods,201-500,81 employees on LinkedIn,915185
177,Nordic Ware,https://www.linkedin.com/sales/accounts/insights?companyId=1233366,http://www.nordicware.com/,Greater Minneapolis-St. Paul Area,Consumer Goods,201-500,86 employees on LinkedIn,1233366
178,The Brinkmann Corporation,https://www.linkedin.com/sales/accounts/insights?companyId=493396,http://www.brinkmann.net,Dallas/Fort Worth Area,Consumer Goods,201-500,63 employees on LinkedIn,493396
179,Studio41 Home Design Showroom,https://www.linkedin.com/sales/accounts/insights?companyId=423071,http://www.shopstudio41.com,Greater Chicago Area,Consumer Goods,201-500,110 employees on LinkedIn,423071
180,Little Giant Ladder Systems,https://www.linkedin.com/sales/accounts/insights?companyId=66396,http://littlegiantladders.com,"Provo, Utah Area",Consumer Goods,201-500,114 employees on LinkedIn,66396
181,San Francisco Bay Gourmet Coffee,https://www.linkedin.com/sales/accounts/insights?companyId=1102533,http://www.sanfranciscobaycoffee.com/,"Sacramento, California Area",Consumer Goods,201-500,67 employees on LinkedIn,1102533
182,Lebanon Seaboard,https://www.linkedin.com/sales/accounts/insights?companyId=117218,,United States,Consumer Goods,201-500,155 employees on LinkedIn,117218
183,"BabyBjorn, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=27183385,http://www.babybjorn.com,Greater New York City Area,Consumer Goods,201-500,9 employees on LinkedIn,27183385
184,"Greenlane, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=2771534,http://gnln.com,"West Palm Beach, Florida Area",Consumer Goods,201-500,89 employees on LinkedIn,2771534
185,Willert Home Products,https://www.linkedin.com/sales/accounts/insights?companyId=710523,http://willert.com,Greater St. Louis Area,Consumer Goods,201-500,60 employees on LinkedIn,710523
186,W.M. Barr,https://www.linkedin.com/sales/accounts/insights?companyId=1095722,http://www.wmbarr.com,Greater Memphis Area,Consumer Goods,201-500,137 employees on LinkedIn,1095722
187,"Moldex-Metric, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=2139231,http://www.moldex.com,Greater Los Angeles Area,Consumer Goods,201-500,97 employees on LinkedIn,2139231
188,Natrol LLC,https://www.linkedin.com/sales/accounts/insights?companyId=47098,http://www.natrol.com,Greater Los Angeles Area,Consumer Goods,201-500,143 employees on LinkedIn,47098
189,Bradford Soap Works,https://www.linkedin.com/sales/accounts/insights?companyId=98293,http://www.bradfordsoap.com,"Providence, Rhode Island Area",Consumer Goods,201-500,140 employees on LinkedIn,98293
190,Day-Timer,https://www.linkedin.com/sales/accounts/insights?companyId=51822,http://www.daytimer.com,"Allentown, Pennsylvania Area",Consumer Goods,201-500,71 employees on LinkedIn,51822
191,Miller Manufacturing,https://www.linkedin.com/sales/accounts/insights?companyId=1951421,http://www.miller-mfg.com,Greater Minneapolis-St. Paul Area,Consumer Goods,201-500,62 employees on LinkedIn,1951421
192,Omni Specialty Packaging,https://www.linkedin.com/sales/accounts/insights?companyId=466493,http://www.osp.cc,"Shreveport, Louisiana Area",Consumer Goods,201-500,76 employees on LinkedIn,466493
193,The Floor Trader,https://www.linkedin.com/sales/accounts/insights?companyId=801492,http://www.thefloortrader.com,Greater St. Louis Area,Consumer Goods,201-500,89 employees on LinkedIn,801492
194,Global Harvest Foods,https://www.linkedin.com/sales/accounts/insights?companyId=102253,http://www.ghfoods.com,Greater Seattle Area,Consumer Goods,201-500,70 employees on LinkedIn,102253
195,"Speedway Motors, Inc",https://www.linkedin.com/sales/accounts/insights?companyId=801805,http://www.speedwaymotors.com/,"Lincoln, Nebraska Area",Consumer Goods,201-500,168 employees on LinkedIn,801805
196,Basco Shower Enclosures,https://www.linkedin.com/sales/accounts/insights?companyId=615336,http://www.bascoshowerdoor.com,"Cincinnati, Ohio Area",Consumer Goods,201-500,96 employees on LinkedIn,615336
197,Grand Rapids Foam Technologies,https://www.linkedin.com/sales/accounts/insights?companyId=1519509,http://www.GRFT.com,"Greater Grand Rapids, Michigan Area",Consumer Goods,201-500,80 employees on LinkedIn,1519509
198,Wright,https://www.linkedin.com/sales/accounts/insights?companyId=430178,http://www.eagleclaw.com,Greater Denver Area,Consumer Goods,201-500,83 employees on LinkedIn,430178
199,Creative Converting,https://www.linkedin.com/sales/accounts/insights?companyId=418494,http://www.creativeconverting.com,"Oshkosh, Wisconsin Area",Consumer Goods,201-500,204 employees on LinkedIn,418494
200,"Frozen Specialties, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=134906,http://www.frozenspecialties.com,United States,Consumer Goods,201-500,65 employees on LinkedIn,134906
201,"Nûby™ / Luv n'​ care®, Ltd.",https://www.linkedin.com/sales/accounts/insights?companyId=132405,http://www.nuby.com,United States,Consumer Goods,201-500,105 employees on LinkedIn,132405
202,"Impact Innovations, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=1491029,http://www.impactinnovationsinc.com,"St. Cloud, Minnesota Area",Consumer Goods,201-500,91 employees on LinkedIn,1491029
203,Seats Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=1165445,http://seatsinc.com,"Madison, Wisconsin Area",Consumer Goods,201-500,159 employees on LinkedIn,1165445
204,Nambé,https://www.linkedin.com/sales/accounts/insights?companyId=1661394,http://www.nambe.com,"Santa Fe, New Mexico Area",Consumer Goods,201-500,50 employees on LinkedIn,1661394
205,Top of the World,https://www.linkedin.com/sales/accounts/insights?companyId=753024,http://www.towcaps.com,"Oklahoma City, Oklahoma Area",Consumer Goods,201-500,121 employees on LinkedIn,753024
206,KDC | Columbus,https://www.linkedin.com/sales/accounts/insights?companyId=3353363,http://www.kdc-companies.com,"Columbus, Ohio Area",Consumer Goods,201-500,114 employees on LinkedIn,3353363
207,"Carma Laboratories, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=1224253,http://www.mycarmex.com,Greater Milwaukee Area,Consumer Goods,201-500,52 employees on LinkedIn,1224253
208,Fairway Talent,https://www.linkedin.com/sales/accounts/insights?companyId=2265747,http://fairwaytalent.com/index.html,Greater Chicago Area,Consumer Goods,201-500,0 employees on LinkedIn,2265747
209,"Backyard Products, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=1847386,https://www.backyardproducts.com/,Greater Detroit Area,Consumer Goods,201-500,98 employees on LinkedIn,1847386
210,Alltrade Tools LLC,https://www.linkedin.com/sales/accounts/insights?companyId=623044,http://www.alltradetools.com,"Orange County, California Area",Consumer Goods,201-500,69 employees on LinkedIn,623044
211,Foss Manufacturing Company LLC,https://www.linkedin.com/sales/accounts/insights?companyId=211077,http://www.fossmfg.com,Greater Boston Area,Consumer Goods,201-500,136 employees on LinkedIn,211077
212,"New Sunshine, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=1722898,http://www.newsunshinellc.com,"Indianapolis, Indiana Area",Consumer Goods,201-500,46 employees on LinkedIn,1722898
213,All-Pro Fasteners Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=1561555,http://www.apf.com,Dallas/Fort Worth Area,Consumer Goods,201-500,92 employees on LinkedIn,1561555
214,"Raining Rose, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=3044703,http://www.rainingrosepromos.com,"Cedar Rapids, Iowa Area",Consumer Goods,201-500,116 employees on LinkedIn,3044703
215,"Albanese Confectionery Group, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=770646,http://www.albaneseconfectionery.com,United States,Consumer Goods,201-500,68 employees on LinkedIn,770646
216,"Bentley Laboratories, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=1963090,http://www.bentleylabs.com,Greater New York City Area,Consumer Goods,201-500,93 employees on LinkedIn,1963090
217,Notrax® - Mats for Professional Use,https://www.linkedin.com/sales/accounts/insights?companyId=107387,http://www.notrax.com,Greater Chicago Area,Consumer Goods,201-500,41 employees on LinkedIn,107387
218,Liberty Safe,https://www.linkedin.com/sales/accounts/insights?companyId=1453854,http://www.libertysafe.com,"Provo, Utah Area",Consumer Goods,201-500,94 employees on LinkedIn,1453854
219,Empire Comfort Systems,https://www.linkedin.com/sales/accounts/insights?companyId=2171550,http://www.empirecomfort.com,Greater St. Louis Area,Consumer Goods,201-500,98 employees on LinkedIn,2171550
220,"Anchor Industries, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=1416444,http://www.anchorinc.com,"Evansville, Indiana Area",Consumer Goods,201-500,97 employees on LinkedIn,1416444
221,Lily of the Desert,https://www.linkedin.com/sales/accounts/insights?companyId=1975623,http://www.lilyofthedesert.com,Dallas/Fort Worth Area,Consumer Goods,201-500,78 employees on LinkedIn,1975623
222,KITTRICH CORPORATION,https://www.linkedin.com/sales/accounts/insights?companyId=1083135,http://www.kittrich.com,Greater Los Angeles Area,Consumer Goods,201-500,130 employees on LinkedIn,1083135
223,The Hawthorne Gardening Company,https://www.linkedin.com/sales/accounts/insights?companyId=9178444,http://www.hawthorne-garden.com,Greater New York City Area,Consumer Goods,201-500,54 employees on LinkedIn,9178444
224,HDIS,https://www.linkedin.com/sales/accounts/insights?companyId=1230859,http://www.hdis.com,Greater St. Louis Area,Consumer Goods,201-500,121 employees on LinkedIn,1230859
225,"Morgan Foods, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=451169,http://www.morganfoods.com,"Louisville, Kentucky Area",Consumer Goods,201-500,136 employees on LinkedIn,451169
226,"Allegro, a Division of Conair Corporation",https://www.linkedin.com/sales/accounts/insights?companyId=139352,http://www.allegrocreativedesigns.com,Greater Los Angeles Area,Consumer Goods,201-500,70 employees on LinkedIn,139352
227,Trumbull Industries,https://www.linkedin.com/sales/accounts/insights?companyId=592772,http://www.trumbull.com,"Youngstown, Ohio Area",Consumer Goods,201-500,109 employees on LinkedIn,592772
228,Veru Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=740437,http://www.verupharma.com,Miami/Fort Lauderdale Area,Consumer Goods,201-500,32 employees on LinkedIn,740437
229,Crossmark Sales and Marketing,https://www.linkedin.com/sales/accounts/insights?companyId=8230945,,,Consumer Goods,201-500,231 employees on LinkedIn,8230945
230,Comfortex Window Fashions,https://www.linkedin.com/sales/accounts/insights?companyId=1194724,http://www.comfortex.com/,"Albany, New York Area",Consumer Goods,201-500,105 employees on LinkedIn,1194724
231,Kaba Ilco Corp,https://www.linkedin.com/sales/accounts/insights?companyId=3987472,http://www.ilco.us,"Rocky Mount, North Carolina Area",Consumer Goods,201-500,147 employees on LinkedIn,3987472
232,Senior Flexonics Pathway,https://www.linkedin.com/sales/accounts/insights?companyId=776763,http://www.sfpathway.com,"San Antonio, Texas Area",Consumer Goods,201-500,113 employees on LinkedIn,776763
233,Kramer Beverage,https://www.linkedin.com/sales/accounts/insights?companyId=1583279,http://kramerbev.com/,Greater Philadelphia Area,Consumer Goods,201-500,74 employees on LinkedIn,1583279
234,TonerCycle/InkCycle,https://www.linkedin.com/sales/accounts/insights?companyId=144736,http://www.inkcycle.com,"Kansas City, Missouri Area",Consumer Goods,201-500,55 employees on LinkedIn,144736
235,Uniek Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=126719,http://www.uniekinc.com,"Madison, Wisconsin Area",Consumer Goods,201-500,91 employees on LinkedIn,126719
236,PBM Products,https://www.linkedin.com/sales/accounts/insights?companyId=93388,http://www.pbmproducts.com,"Charlottesville, Virginia Area",Consumer Goods,201-500,21 employees on LinkedIn,93388
237,SellEthics Marketing Group,https://www.linkedin.com/sales/accounts/insights?companyId=2006456,http://www.sellethics.com/,"Charlotte, North Carolina Area",Consumer Goods,201-500,144 employees on LinkedIn,2006456
238,Fred Meyers,https://www.linkedin.com/sales/accounts/insights?companyId=8255188,,,Consumer Goods,201-500,284 employees on LinkedIn,8255188
239,Quoizel,https://www.linkedin.com/sales/accounts/insights?companyId=147805,http://www.quoizel.com/,"Charleston, South Carolina Area",Consumer Goods,201-500,100 employees on LinkedIn,147805
240,Original Footwear Company,https://www.linkedin.com/sales/accounts/insights?companyId=1744049,http://www.originalfootwear.com,"Johnson City, Tennessee Area",Consumer Goods,201-500,66 employees on LinkedIn,1744049
241,CURiO Brands,https://www.linkedin.com/sales/accounts/insights?companyId=15084232,http://www.curiobrands.com,Greater Minneapolis-St. Paul Area,Consumer Goods,201-500,49 employees on LinkedIn,15084232
242,Hilco Vision,https://www.linkedin.com/sales/accounts/insights?companyId=1332680,http://www.hilcovision.com,Greater Boston Area,Consumer Goods,201-500,100 employees on LinkedIn,1332680
243,KDC | Lynchburg,https://www.linkedin.com/sales/accounts/insights?companyId=126618,http://kdc-companies.com,United States,Consumer Goods,201-500,119 employees on LinkedIn,126618
244,Latex International,https://www.linkedin.com/sales/accounts/insights?companyId=42516,,Greater New York City Area,Consumer Goods,201-500,56 employees on LinkedIn,42516
245,Teufelberger Fiber Rope Corporation (formerly New England Ropes),https://www.linkedin.com/sales/accounts/insights?companyId=476355,http://www.teufelberger.com,"Providence, Rhode Island Area",Consumer Goods,201-500,43 employees on LinkedIn,476355
246,Agri-Fab,https://www.linkedin.com/sales/accounts/insights?companyId=995075,http://www.agri-fab.com,United States,Consumer Goods,201-500,83 employees on LinkedIn,995075
247,ASG Brands,https://www.linkedin.com/sales/accounts/insights?companyId=6929129,http://www.asgbrands.com,Dallas/Fort Worth Area,Consumer Goods,201-500,38 employees on LinkedIn,6929129
248,Claridge Products,https://www.linkedin.com/sales/accounts/insights?companyId=848595,http://www.claridgeproducts.com,"Springfield, Missouri Area",Consumer Goods,201-500,90 employees on LinkedIn,848595
249,nth/works,https://www.linkedin.com/sales/accounts/insights?companyId=1239084,http://pmw.bartellglobal.com,"Louisville, Kentucky Area",Consumer Goods,201-500,66 employees on LinkedIn,1239084
250,The Vent-A-Hood Company,https://www.linkedin.com/sales/accounts/insights?companyId=2279386,http://www.ventahood.com,Dallas/Fort Worth Area,Consumer Goods,201-500,29 employees on LinkedIn,2279386
251,Stanco Metal Products,https://www.linkedin.com/sales/accounts/insights?companyId=2279253,http://www.stancometal.com,"Greater Grand Rapids, Michigan Area",Consumer Goods,201-500,61 employees on LinkedIn,2279253
252,Doc Johnson Enterprises,https://www.linkedin.com/sales/accounts/insights?companyId=3713306,http://www.docjohnson.com,Greater Los Angeles Area,Consumer Goods,201-500,24 employees on LinkedIn,3713306
253,Comfort Suites Hotels,https://www.linkedin.com/sales/accounts/insights?companyId=8352435,http://www.comfortsuites.com/,,Consumer Goods,201-500,205 employees on LinkedIn,8352435
254,"Renewal by Andersen of Austin, Dallas, Ft Worth, San Antonio, Oklahoma City and Tulsa",https://www.linkedin.com/sales/accounts/insights?companyId=3601408,http://www.TheBestWindowsAndDoors.com,"Austin, Texas Area",Consumer Goods,201-500,54 employees on LinkedIn,3601408
255,Presto Products Company,https://www.linkedin.com/sales/accounts/insights?companyId=4030159,http://www.prestoproducts.com,,Consumer Goods,201-500,151 employees on LinkedIn,4030159
256,TMD Holdings,https://www.linkedin.com/sales/accounts/insights?companyId=1751770,http://tmdholdings.com/,Greater Pittsburgh Area,Consumer Goods,201-500,35 employees on LinkedIn,1751770
257,Alene Candles,https://www.linkedin.com/sales/accounts/insights?companyId=9285598,http://www.alene.com,Greater Boston Area,Consumer Goods,201-500,144 employees on LinkedIn,9285598
258,Totally Promotional,https://www.linkedin.com/sales/accounts/insights?companyId=2856810,http://www.totallypromotional.com/,"Lima, Ohio Area",Consumer Goods,201-500,51 employees on LinkedIn,2856810
259,Super Valu,https://www.linkedin.com/sales/accounts/insights?companyId=8204411,,,Consumer Goods,201-500,272 employees on LinkedIn,8204411
260,Lander,https://www.linkedin.com/sales/accounts/insights?companyId=82685,,Greater New York City Area,Consumer Goods,201-500,121 employees on LinkedIn,82685
261,AZUMA Leasing,https://www.linkedin.com/sales/accounts/insights?companyId=87629,http://www.azuma.com,"Austin, Texas Area",Consumer Goods,201-500,61 employees on LinkedIn,87629
262,Panasonic Energy Corporation of America,https://www.linkedin.com/sales/accounts/insights?companyId=10887386,http://www.panasonicbatteryproducts.com,"Columbus, Georgia Area",Consumer Goods,201-500,60 employees on LinkedIn,10887386
263,Craftmade International,https://www.linkedin.com/sales/accounts/insights?companyId=99583,http://www.craftmadebrands.com,Dallas/Fort Worth Area,Consumer Goods,201-500,53 employees on LinkedIn,99583
264,St. Bernard Soap Company,https://www.linkedin.com/sales/accounts/insights?companyId=3346560,,"Cincinnati, Ohio Area",Consumer Goods,201-500,96 employees on LinkedIn,3346560
265,"Kobayashi Healthcare International, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=2184172,http://www.kobayashi.com,Greater Atlanta Area,Consumer Goods,201-500,79 employees on LinkedIn,2184172
266,Hallowell,https://www.linkedin.com/sales/accounts/insights?companyId=1793373,http://www.Hallowell-List.com,"Orlando, Florida Area",Consumer Goods,201-500,60 employees on LinkedIn,1793373
267,Millennium Mat Company,https://www.linkedin.com/sales/accounts/insights?companyId=2667895,http://www.millmats.com/,Greater Atlanta Area,Consumer Goods,201-500,60 employees on LinkedIn,2667895
268,"Team Technologies, Incorporated",https://www.linkedin.com/sales/accounts/insights?companyId=10090399,http://teamtechinc.net,"Johnson City, Tennessee Area",Consumer Goods,201-500,70 employees on LinkedIn,10090399
269,United Salt Corporation,https://www.linkedin.com/sales/accounts/insights?companyId=1100515,http://www.unitedsalt.com,United States,Consumer Goods,201-500,81 employees on LinkedIn,1100515
270,StyleMark Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=731420,http://www.stylemark.net,"Daytona Beach, Florida Area",Consumer Goods,201-500,39 employees on LinkedIn,731420
271,"Ali Industries, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=2452806,http://www.gatorfinishing.com,"Dayton, Ohio Area",Consumer Goods,201-500,79 employees on LinkedIn,2452806
272,Emilia Personal Care Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=1778162,http://www.emiliapc.com,"Columbus, Ohio Area",Consumer Goods,201-500,21 employees on LinkedIn,1778162
273,Backyard Discovery,https://www.linkedin.com/sales/accounts/insights?companyId=1481054,http://backyarddiscovery.com,"Joplin, Missouri Area",Consumer Goods,201-500,61 employees on LinkedIn,1481054
274,Alliance Sales,https://www.linkedin.com/sales/accounts/insights?companyId=10508669,http://www.alliancesalesinc.com,"Charlotte, North Carolina Area",Consumer Goods,201-500,108 employees on LinkedIn,10508669
275,"ECCO USA, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=9020931,http://us.shop.ecco.com,Greater Boston Area,Consumer Goods,201-500,81 employees on LinkedIn,9020931
276,Floral Plant Growers LLC,https://www.linkedin.com/sales/accounts/insights?companyId=477266,http://natbeauty.com,"Green Bay, Wisconsin Area",Consumer Goods,201-500,61 employees on LinkedIn,477266
277,Labatt USA,https://www.linkedin.com/sales/accounts/insights?companyId=4024,,"Buffalo/Niagara, New York Area",Consumer Goods,201-500,28 employees on LinkedIn,4024
278,Pride Stores,https://www.linkedin.com/sales/accounts/insights?companyId=696391,http://www.pridestores.com,"Springfield, Massachusetts Area",Consumer Goods,201-500,65 employees on LinkedIn,696391
279,RT Sourcing,https://www.linkedin.com/sales/accounts/insights?companyId=43204,,Dallas/Fort Worth Area,Consumer Goods,201-500,51 employees on LinkedIn,43204
280,Associated Feed,https://www.linkedin.com/sales/accounts/insights?companyId=1520010,http://www.associatedfeed.com,"Modesto, California Area",Consumer Goods,201-500,47 employees on LinkedIn,1520010
281,"Northern Labs, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=1571431,http://www.northernlabs.com/,"Sheboygan, Wisconsin Area",Consumer Goods,201-500,52 employees on LinkedIn,1571431
282,Cook Portable Warehouses,https://www.linkedin.com/sales/accounts/insights?companyId=3077143,http://www.cookportablewarehouses.com,Greater St. Louis Area,Consumer Goods,201-500,55 employees on LinkedIn,3077143
283,Colorbok,https://www.linkedin.com/sales/accounts/insights?companyId=80672,,Greater Detroit Area,Consumer Goods,201-500,26 employees on LinkedIn,80672
284,Amax Incorporated,https://www.linkedin.com/sales/accounts/insights?companyId=516007,https://www.bostitchoffice.com,"Providence, Rhode Island Area",Consumer Goods,201-500,29 employees on LinkedIn,516007
285,Farnam Companies,https://www.linkedin.com/sales/accounts/insights?companyId=68005,,"Phoenix, Arizona Area",Consumer Goods,201-500,24 employees on LinkedIn,68005
286,"Paul B. Zimmerman, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=2316395,http://www.pbzinc.com,"Lancaster, Pennsylvania Area",Consumer Goods,201-500,37 employees on LinkedIn,2316395
287,Steel City,https://www.linkedin.com/sales/accounts/insights?companyId=155644,,United States,Consumer Goods,201-500,76 employees on LinkedIn,155644
288,Polaris Windows,https://www.linkedin.com/sales/accounts/insights?companyId=3212113,http://www.polariswindows.com,,Consumer Goods,201-500,40 employees on LinkedIn,3212113
289,GBA Corporation Sdn Bhd,https://www.linkedin.com/sales/accounts/insights?companyId=3263724,http://www.gbaglobal.com,United States,Consumer Goods,201-500,53 employees on LinkedIn,3263724
290,Eagle Family Foods,https://www.linkedin.com/sales/accounts/insights?companyId=11008,,"Columbus, Ohio Area",Consumer Goods,201-500,38 employees on LinkedIn,11008
291,"Godshall's Quality Meats, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=4830384,http://godshalls.com,Greater Philadelphia Area,Consumer Goods,201-500,73 employees on LinkedIn,4830384
292,The Metal Ware Corporation,https://www.linkedin.com/sales/accounts/insights?companyId=1154147,http://www.nesco.com,"Green Bay, Wisconsin Area",Consumer Goods,201-500,50 employees on LinkedIn,1154147
293,Van Buren Public Schools,https://www.linkedin.com/sales/accounts/insights?companyId=4023207,http://www.vanburenschools.net,,Consumer Goods,201-500,259 employees on LinkedIn,4023207
294,Williams Comfort Products,https://www.linkedin.com/sales/accounts/insights?companyId=3087674,http://www.williamscomfortprod.com,Greater Los Angeles Area,Consumer Goods,201-500,30 employees on LinkedIn,3087674
295,"Drum Workshop, Inc. (DW Drums)",https://www.linkedin.com/sales/accounts/insights?companyId=18438039,http://www.dwdrums.com/,Greater Los Angeles Area,Consumer Goods,201-500,18 employees on LinkedIn,18438039
296,VF Outdoor - Appleton,https://www.linkedin.com/sales/accounts/insights?companyId=25049023,http://www.vfc.com,"Oshkosh, Wisconsin Area",Consumer Goods,201-500,37 employees on LinkedIn,25049023
297,Essick Air Products,https://www.linkedin.com/sales/accounts/insights?companyId=441781,http://www.essickair.com,"Little Rock, Arkansas Area",Consumer Goods,201-500,56 employees on LinkedIn,441781
298,The Keeney Manufacturing Company,https://www.linkedin.com/sales/accounts/insights?companyId=6691860,http://www.keeneymfg.com,"Hartford, Connecticut Area",Consumer Goods,201-500,59 employees on LinkedIn,6691860
299,"U.S. Battery Mfg., Co.",https://www.linkedin.com/sales/accounts/insights?companyId=5120016,http://www.usbattery.com/usb_index.html,Greater Los Angeles Area,Consumer Goods,201-500,44 employees on LinkedIn,5120016
300,Checks In The Mail,https://www.linkedin.com/sales/accounts/insights?companyId=58240,http://secure.checksinthemail.com/,"San Antonio, Texas Area",Consumer Goods,201-500,18 employees on LinkedIn,58240
301,Tandoor Chef,https://www.linkedin.com/sales/accounts/insights?companyId=2662663,http://www.tandoorchef.com,Greater New York City Area,Consumer Goods,201-500,16 employees on LinkedIn,2662663
302,Southern Eagle Sales and Service,https://www.linkedin.com/sales/accounts/insights?companyId=588933,http://www.SESS.com,Greater New Orleans Area,Consumer Goods,201-500,70 employees on LinkedIn,588933
303,The Retail Odyssey Company,https://www.linkedin.com/sales/accounts/insights?companyId=10198187,http://www.retailodyssey.com/,,Consumer Goods,201-500,54 employees on LinkedIn,10198187
304,"Ashley Ward, Inc",https://www.linkedin.com/sales/accounts/insights?companyId=2123281,http://www.ashleyward.com,"Cincinnati, Ohio Area",Consumer Goods,201-500,55 employees on LinkedIn,2123281
